Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month Number,Enrollment Month,Cancellation Year,Cancellation Month Number
137251,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Aurora,"$5,553.36",Standard,2018,10,October,,
902634,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$102,584.00",Married,Aurora,"$5,553.52",Standard,2018,7,July,,
304600,Canada,Quebec,Montreal,H4G 3T4,Male,High School or Below,"$73,909.00",Married,Aurora,"$5,553.80",Standard,2015,4,April,,
103352,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,"$69,742.00",Married,Aurora,"$5,555.49",Standard,2014,11,November,2015,9
237770,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,"$86,067.00",Single,Aurora,"$5,555.83",Standard,2017,5,May,,
359091,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,"$86,067.00",Single,Aurora,"$5,555.83",Standard,2017,5,May,,
645986,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,"$86,067.00",Single,Aurora,"$5,555.83",Standard,2014,3,March,,
845947,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,"$86,067.00",Single,Aurora,"$5,555.83",Standard,2017,12,December,2018,8
851871,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,"$86,067.00",Single,Aurora,"$5,555.83",Standard,2012,9,September,,
937976,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$59,327.00",Married,Aurora,"$5,558.30",Standard,2018,10,October,,
905907,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Married,Aurora,"$5,560.28",Standard,2015,12,December,,
128475,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,"$99,724.00",Divorced,Aurora,"$5,561.29",Standard,2013,12,December,,
958026,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,"$99,724.00",Divorced,Aurora,"$5,561.29",Standard,2017,6,June,2018,7
431201,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,"$75,555.00",Married,Aurora,"$5,562.46",Standard,2017,10,October,,
665373,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$68,372.00",Married,Aurora,"$5,564.74",Standard,2016,9,September,2017,5
240299,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,"$65,938.00",Married,Aurora,"$5,564.96",Standard,2014,3,March,2014,11
802316,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,"$98,209.00",Single,Aurora,"$5,565.89",Standard,2012,9,September,,
640833,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,"$70,905.00",Married,Aurora,"$5,568.89",Standard,2016,8,August,,
317094,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Aurora,"$5,568.95",Standard,2017,3,March,,
917725,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,,Single,Aurora,"$5,568.95",Standard,2015,3,March,,
953307,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Aurora,"$5,568.95",Standard,2018,9,September,,
670289,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,"$71,103.00",Married,Aurora,"$5,569.46",Standard,2017,12,December,2018,8
707276,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,"$71,103.00",Married,Aurora,"$5,569.46",Standard,2015,2,February,,
451819,Canada,British Columbia,Victoria,V10 6T5,Male,Doctor,"$207,468.00",Married,Aurora,"$5,570.18",Standard,2012,12,December,,
761966,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,"$94,631.00",Single,Aurora,"$5,570.22",Standard,2015,12,December,,
968370,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,"$94,631.00",Single,Aurora,"$5,570.22",Standard,2015,10,October,,
472314,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,"$94,621.00",Married,Aurora,"$5,573.11",Standard,2018,1,January,,
767385,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,"$46,596.00",Married,Aurora,"$5,574.62",Standard,2014,9,September,,
576498,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,"$57,844.00",Married,Aurora,"$5,575.20",Standard,2014,1,January,,
799992,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,"$98,801.00",Married,Aurora,"$5,575.75",Standard,2016,12,December,,
225482,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,"$103,522.00",Married,Aurora,"$5,577.54",Standard,2013,4,April,,
249381,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,"$52,217.00",Married,Aurora,"$5,578.52",Standard,2018,7,July,,
319766,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,"$52,217.00",Married,Aurora,"$5,578.52",Standard,2016,2,February,2016,10
635531,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,"$55,302.00",Married,Aurora,"$5,580.92",Standard,2013,4,April,,
164559,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,"$52,904.00",Single,Aurora,"$4,978.95",2018 Promotion,2018,2,February,,
354150,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,"$74,293.00",Single,Aurora,"$5,583.07",Standard,2017,8,August,,
543956,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Aurora,"$4,990.34",2018 Promotion,2018,2,February,,
601131,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Doctor,"$170,041.00",Married,Aurora,"$5,584.96",Standard,2016,2,February,,
306965,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,"$100,809.00",Married,Aurora,"$5,586.89",Standard,2013,6,June,2018,10
895972,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,"$164,418.00",Married,Aurora,"$5,586.97",Standard,2013,9,September,,
195848,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,"$84,454.00",Single,Aurora,"$5,592.16",Standard,2014,7,July,,
111912,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,"$77,443.00",Divorced,Aurora,"$5,592.46",Standard,2016,6,June,,
686838,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$102,452.00",Married,Aurora,"$5,593.43",Standard,2014,8,August,,
178331,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$86,388.00",Single,Aurora,"$5,595.39",Standard,2015,12,December,,
198167,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,"$86,388.00",Single,Aurora,"$5,595.39",Standard,2014,11,November,,
202859,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,"$86,388.00",Single,Aurora,"$5,595.39",Standard,2015,3,March,,
319901,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,"$86,388.00",Single,Aurora,"$5,595.39",Standard,2018,11,November,,
450802,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,"$86,388.00",Single,Aurora,"$5,595.39",Standard,2018,8,August,,
714123,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,"$86,388.00",Single,Aurora,"$5,595.39",Standard,2018,6,June,,
715514,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,"$81,669.00",Single,Aurora,"$5,595.76",Standard,2018,1,January,,
536082,Canada,New Brunswick,Moncton,E1A 2A7,Male,Master,"$100,935.00",Married,Aurora,"$5,595.97",Standard,2015,12,December,,
302669,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,"$59,709.00",Married,Aurora,"$5,597.12",Standard,2018,5,May,,
476080,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,"$59,709.00",Married,Aurora,"$5,597.12",Standard,2016,7,July,2017,5
898423,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,"$59,709.00",Married,Aurora,"$5,597.12",Standard,2013,7,July,,
391402,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,"$69,765.00",Single,Aurora,"$5,598.01",Standard,2017,6,June,,
902040,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$69,765.00",Single,Aurora,"$5,598.01",Standard,2014,7,July,,
688058,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,"$99,747.00",Married,Aurora,"$5,598.27",Standard,2016,9,September,,
844582,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,"$57,527.00",Single,Aurora,"$5,599.38",Standard,2014,4,April,,
468542,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,"$87,848.00",Married,Aurora,"$5,111.30",2018 Promotion,2018,4,April,2018,12
934912,Canada,Quebec,Montreal,H2T 9K8,Female,Doctor,"$71,198.00",Married,Aurora,"$5,601.68",Standard,2017,8,August,,
177345,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,"$46,726.00",Married,Aurora,"$5,604.33",Standard,2018,5,May,,
991356,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,"$46,726.00",Married,Aurora,"$5,604.33",Standard,2016,8,August,,
981920,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,"$81,063.00",Single,Aurora,"$5,608.32",Standard,2012,7,July,,
282896,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,"$88,612.00",Single,Aurora,"$5,610.96",Standard,2015,3,March,,
169661,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Aurora,"$5,611.93",Standard,2012,10,October,,
113919,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,"$61,482.00",Married,Aurora,"$5,614.59",Standard,2015,12,December,,
738005,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,"$67,471.00",Married,Aurora,"$5,616.85",Standard,2016,11,November,,
638528,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,"$68,739.00",Married,Aurora,"$5,619.07",Standard,2013,3,March,2015,8
866604,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Aurora,"$5,619.69",Standard,2014,2,February,,
546665,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Aurora,"$5,619.97",Standard,2013,6,June,,
701622,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Aurora,"$5,619.97",Standard,2016,3,March,,
943236,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,"$47,377.00",Single,Aurora,"$5,620.59",Standard,2018,5,May,,
423711,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,"$54,960.00",Married,Aurora,"$5,623.61",Standard,2012,12,December,,
836405,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,"$54,960.00",Married,Aurora,"$5,623.61",Standard,2013,3,March,,
690554,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,"$88,919.00",Single,Aurora,"$5,623.76",Standard,2012,5,May,,
856229,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,"$85,456.00",Single,Aurora,"$5,139.56",2018 Promotion,2018,4,April,,
197138,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,"$102,956.00",Married,Aurora,"$5,625.31",Standard,2013,7,July,,
752462,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,"$102,956.00",Married,Aurora,"$5,625.31",Standard,2013,6,June,,
172593,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,"$66,223.00",Married,Aurora,"$5,626.53",Standard,2018,12,December,,
403185,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,"$66,223.00",Married,Aurora,"$5,626.53",Standard,2017,8,August,,
585780,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,"$59,332.00",Divorced,Aurora,"$5,635.25",Standard,2015,8,August,,
766355,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,"$36,033.00",Married,Aurora,"$5,318.90",2018 Promotion,2018,4,April,,
748717,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$20,173.00",Married,Aurora,"$5,394.00",2018 Promotion,2018,4,April,,
701732,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Doctor,"$232,255.00",Single,Aurora,"$5,639.40",Standard,2018,10,October,,
349046,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,"$85,447.00",Married,Aurora,"$5,639.94",Standard,2016,11,November,,
646502,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,"$85,447.00",Married,Aurora,"$5,639.94",Standard,2016,12,December,,
678786,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,"$85,447.00",Married,Aurora,"$5,639.94",Standard,2012,9,September,,
952859,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,"$85,447.00",Married,Aurora,"$5,639.94",Standard,2014,5,May,2014,7
159344,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,"$62,198.00",Married,Aurora,"$5,640.02",Standard,2015,5,May,,
345657,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,"$77,816.00",Divorced,Aurora,"$5,581.76",2018 Promotion,2018,4,April,,
614787,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$60,788.00",Divorced,Aurora,"$5,641.36",Standard,2014,10,October,2017,1
710003,Canada,Ontario,London,M5B 3E4,Male,Bachelor,"$56,154.00",Single,Aurora,"$5,644.47",Standard,2016,2,February,,
499932,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,"$68,762.00",Divorced,Aurora,"$5,645.40",Standard,2017,6,June,,
451446,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$64,222.00",Married,Aurora,"$5,645.51",Standard,2012,8,August,,
626149,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,"$64,567.00",Married,Aurora,"$5,651.40",Standard,2013,3,March,,
911655,Canada,Ontario,Toronto,P1L 8X8,Male,High School or Below,"$52,054.00",Married,Aurora,"$5,652.72",Standard,2016,7,July,,
408091,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Married,Aurora,"$5,657.03",Standard,2016,10,October,2017,6
486359,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,"$104,289.00",Married,Aurora,"$5,657.69",Standard,2014,6,June,,
666597,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,"$89,594.00",Married,Aurora,"$5,658.53",Standard,2017,7,July,,
372961,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,"$82,681.00",Married,Aurora,"$5,659.24",Standard,2016,3,March,2017,5
373898,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,"$71,353.00",Married,Aurora,"$5,666.87",Standard,2015,11,November,,
370405,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,"$63,676.00",Married,Aurora,"$5,669.97",Standard,2012,8,August,,
697680,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,"$52,693.00",Married,Aurora,"$5,670.44",Standard,2018,1,January,,
818484,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,"$82,886.00",Married,Aurora,"$5,671.09",Standard,2016,12,December,,
351461,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,"$81,317.00",Single,Aurora,"$5,640.73",2018 Promotion,2018,4,April,,
997322,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Divorced,Aurora,"$5,673.84",Standard,2018,9,September,,
457536,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Aurora,"$5,674.38",Standard,2016,7,July,,
805890,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,"$56,242.00",Married,Aurora,"$5,675.92",Standard,2012,5,May,,
679437,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Married,Aurora,"$5,677.31",Standard,2015,12,December,,
842980,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,"$65,088.00",Married,Aurora,"$5,677.47",Standard,2018,8,August,,
303682,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Married,Aurora,"$5,678.05",Standard,2013,9,September,,
849178,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,"$82,157.00",Married,Aurora,"$5,678.05",Standard,2016,10,October,,
873554,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Married,Aurora,"$5,678.05",Standard,2018,6,June,,
427329,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$81,031.00",Married,Aurora,"$5,681.31",Standard,2017,1,January,,
224676,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,"$58,936.00",Married,Aurora,"$5,682.52",Standard,2012,8,August,,
505680,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,"$58,936.00",Married,Aurora,"$5,682.52",Standard,2012,11,November,,
510513,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,"$78,112.00",Married,Aurora,"$5,686.92",Standard,2014,8,August,,
231530,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$93,110.00",Married,Aurora,"$5,689.64",Standard,2012,5,May,,
178160,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,"$51,699.00",Married,Aurora,"$5,697.18",Standard,2014,2,February,,
423096,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,"$51,525.00",Married,Aurora,"$5,700.76",Standard,2016,9,September,,
593885,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,"$51,525.00",Married,Aurora,"$5,700.76",Standard,2018,11,November,,
616835,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,"$59,475.00",Single,Aurora,"$5,704.68",2018 Promotion,2018,3,March,,
171908,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,"$31,316.00",Married,Aurora,"$5,813.24",2018 Promotion,2018,4,April,,
857946,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,"$92,695.00",Married,Aurora,"$5,706.96",Standard,2016,10,October,,
848973,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Married,Aurora,"$5,709.23",Standard,2017,1,January,,
997359,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,"$220,729.00",Divorced,Aurora,"$5,714.17",Standard,2012,9,September,,
550839,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,"$81,916.00",Married,Aurora,"$5,717.74",Standard,2016,5,May,,
279408,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,"$88,691.00",Married,Aurora,"$5,719.09",Standard,2015,7,July,,
126262,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,"$62,472.00",Married,Aurora,"$5,720.77",Standard,2013,7,July,,
946932,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,"$55,486.00",Married,Aurora,"$5,720.90",Standard,2017,12,December,,
136473,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,"$29,528.00",Married,Aurora,"$6,188.38",2018 Promotion,2018,3,March,,
422750,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,"$105,034.00",Married,Aurora,"$5,727.33",Standard,2013,7,July,,
633734,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,"$53,661.00",Married,Aurora,"$5,728.58",Standard,2017,7,July,2018,3
665763,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,"$99,414.00",Married,Aurora,"$5,729.86",Standard,2013,1,January,,
745792,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,"$60,691.00",Single,Aurora,"$5,732.69",Standard,2016,10,October,,
951616,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,"$90,414.00",Married,Aurora,"$5,733.21",Standard,2014,8,August,,
161728,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,"$103,715.00",Married,Aurora,"$5,734.60",Standard,2018,9,September,,
286883,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,"$103,715.00",Married,Aurora,"$5,734.60",Standard,2017,2,February,,
693138,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,"$82,358.00",Married,Aurora,"$5,737.50",Standard,2015,7,July,,
824414,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,"$96,341.00",Married,Aurora,"$5,738.28",Standard,2013,5,May,,
773648,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,"$65,435.00",Married,Aurora,"$5,741.70",Standard,2013,9,September,,
950252,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,"$82,388.00",Married,Aurora,"$5,744.23",Standard,2018,7,July,,
484625,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,"$69,078.00",Married,Aurora,"$5,746.06",Standard,2012,6,June,,
798375,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,"$69,078.00",Married,Aurora,"$5,746.06",Standard,2015,5,May,,
489443,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,"$66,386.00",Married,Aurora,"$5,746.33",Standard,2012,6,June,,
276673,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,"$57,406.00",Married,Aurora,"$5,754.75",Standard,2016,11,November,,
733226,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$57,406.00",Married,Aurora,"$5,754.75",Standard,2017,5,May,2018,1
855153,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,"$103,367.00",Married,Aurora,"$5,755.18",Standard,2016,8,August,2017,4
162472,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,"$103,331.00",Married,Aurora,"$5,755.54",Standard,2018,6,June,,
723186,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,"$97,030.00",Divorced,Aurora,"$5,757.44",Standard,2017,3,March,,
835693,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,"$97,030.00",Divorced,Aurora,"$5,757.44",Standard,2017,4,April,,
910093,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,"$97,030.00",Divorced,Aurora,"$5,757.44",Standard,2018,10,October,,
947367,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,"$97,030.00",Divorced,Aurora,"$5,757.44",Standard,2016,4,April,,
762715,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,"$91,538.00",Divorced,Aurora,"$5,757.49",Standard,2017,6,June,,
351966,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,"$53,068.00",Married,Aurora,"$5,761.11",Standard,2018,5,May,,
501209,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,"$92,929.00",Married,Aurora,"$5,761.32",Standard,2013,11,November,,
390651,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,"$47,416.00",Married,Aurora,"$5,764.65",Standard,2013,2,February,2015,1
361237,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,"$57,584.00",Divorced,Aurora,"$5,768.09",Standard,2016,7,July,,
528693,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,"$57,584.00",Divorced,Aurora,"$5,768.09",Standard,2012,12,December,,
745600,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,"$99,600.00",Married,Aurora,"$5,768.83",Standard,2014,4,April,2018,4
613709,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Aurora,"$5,770.68",Standard,2018,12,December,,
922703,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Aurora,"$5,775.52",Standard,2018,11,November,,
156959,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,"$69,274.00",Single,Aurora,"$5,780.18",Standard,2015,4,April,,
690971,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,"$69,274.00",Single,Aurora,"$5,780.18",Standard,2013,8,August,,
837704,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,"$69,274.00",Single,Aurora,"$5,780.18",Standard,2018,9,September,,
981508,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$64,677.00",Married,Aurora,"$5,786.49",Standard,2015,4,April,,
607847,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,"$93,777.00",Divorced,Aurora,"$5,790.57",Standard,2017,11,November,,
771056,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,"$56,639.00",Married,Aurora,"$5,791.01",Standard,2015,11,November,,
881741,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,"$90,798.00",Married,Aurora,"$5,791.61",Standard,2018,5,May,,
741313,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,"$83,513.00",Married,Aurora,"$5,794.57",Standard,2014,3,March,,
717232,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,"$70,674.00",Divorced,Aurora,"$5,794.68",Standard,2013,2,February,,
234973,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Married,Aurora,"$5,800.77",Standard,2013,9,September,,
254853,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,"$67,709.00",Divorced,Aurora,"$5,801.13",Standard,2017,9,September,,
917423,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Aurora,"$5,801.83",Standard,2016,2,February,,
630290,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Aurora,"$5,802.84",Standard,2017,2,February,2017,9
171902,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,"$77,602.00",Single,Aurora,"$5,807.66",Standard,2017,7,July,2018,3
415441,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,"$83,654.00",Married,Aurora,"$5,807.99",Standard,2018,11,November,,
672893,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,"$50,098.00",Married,Aurora,"$5,810.63",Standard,2012,8,August,,
226191,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,"$92,875.00",Married,Aurora,"$5,811.92",Standard,2017,3,March,,
796627,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Aurora,"$6,537.05",2018 Promotion,2018,2,February,,
958941,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Married,Aurora,"$6,714.07",2018 Promotion,2018,2,February,2018,10
478792,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,"$88,014.00",Married,Aurora,"$5,815.26",Standard,2013,1,January,,
675385,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$88,014.00",Married,Aurora,"$5,815.26",Standard,2016,9,September,,
434620,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,"$95,440.00",Married,Aurora,"$5,817.83",Standard,2018,5,May,,
833436,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$88,663.00",Married,Aurora,"$5,821.68",Standard,2015,4,April,,
915927,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,"$88,663.00",Married,Aurora,"$5,821.68",Standard,2015,3,March,2015,11
173666,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,"$86,039.00",Divorced,Aurora,"$5,824.22",Standard,2016,6,June,2018,8
693659,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,"$60,073.00",Married,Aurora,"$5,824.77",Standard,2016,7,July,,
607266,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,"$61,882.00",Married,Aurora,"$5,824.82",Standard,2016,3,March,2016,3
415292,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,"$54,026.00",Married,Aurora,"$5,827.41",Standard,2015,3,March,2016,7
668624,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,"$54,026.00",Married,Aurora,"$5,827.41",Standard,2016,10,October,,
243294,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,"$65,416.00",Married,Aurora,"$5,827.48",Standard,2018,1,January,2018,12
471170,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Aurora,"$5,830.56",Standard,2015,3,March,,
